promise_id,customer_id,customer_broken_promise_rate,customer_broken_promises_count,customer_avg_days_late,customer_on_time_ratio_90d,customer_on_time_ratio_all_time,recency_weighted_on_time_score,customer_dispute_rate,customer_invoice_count,customer_tenure_months,invoice_amount,invoice_amount_log,invoice_amount_vs_customer_avg_ratio,days_overdue_at_scoring,payment_terms_days,days_since_last_contact,prior_reminders_sent,promise_amount_ratio,promise_horizon_days,current_escalation_tier,is_broken
PRM-MOCK-011497,CUST-MOCK-0098,0.8,4,29.96,0.4611,0.4409,0.4548,0.1607,17,13,30887.09,10.3381,0.848,24,30,16,2,1.0,7,1,1
PRM-MOCK-011498,CUST-MOCK-0099,0.6154,8,28.07,0.4202,0.3422,0.4031,0.1279,38,25,142744.06,11.8688,1.226,42,30,19,2,0.25,3,1,1
PRM-MOCK-011499,CUST-MOCK-0100,0.4706,8,29.3,0.4638,0.5232,0.4761,0.1706,51,64,10744.83,9.2823,1.044,7,30,17,2,1.0,2,1,1
PRM-MOCK-011500,CUST-MOCK-0101,0.0,0,20.97,0.2725,0.2903,0.2782,0.0759,16,12,145710.58,11.8894,1.604,1,30,16,5,1.0,5,3,0
PRM-MOCK-011501,CUST-MOCK-0102,0.0667,1,0.0,1.0,0.983,0.9964,0.0274,45,62,45857.84,10.7333,0.818,24,30,14,1,1.0,2,0,0
PRM-MOCK-011502,CUST-MOCK-0103,0.1,1,4.12,0.8423,0.9158,0.8595,0.0179,31,69,34585.24,10.4512,1.001,25,30,3,3,0.5,7,2,0
PRM-MOCK-011503,CUST-MOCK-0104,0.0,0,21.27,0.268,0.3928,0.2966,0.0582,33,45,62302.62,11.0398,0.773,25,45,14,3,1.0,7,2,1
PRM-MOCK-011504,CUST-MOCK-0105,0.0,0,18.61,0.5793,0.6083,0.5961,0.137,2,70,13117.44,9.4818,0.687,3,15,3,4,1.0,21,3,1
PRM-MOCK-011505,CUST-MOCK-0106,0.6154,8,23.21,0.5812,0.5601,0.5766,0.1914,38,5,112083.25,11.627,0.795,44,45,3,2,1.0,3,1,1
PRM-MOCK-011506,CUST-MOCK-0107,0.0,0,16.8,0.3081,0.3797,0.3497,0.0671,2,3,65025.06,11.0825,1.537,39,30,3,2,1.0,2,1,1
PRM-MOCK-011507,CUST-MOCK-0108,0.0556,1,4.17,0.8359,0.8818,0.8453,0.0115,52,9,43018.79,10.6694,0.703,11,15,1,1,1.0,3,0,0
PRM-MOCK-011508,CUST-MOCK-0109,0.1429,2,0.0,0.9566,0.9101,0.9465,0.0,40,4,22832.85,10.036,0.928,49,45,3,5,1.0,5,3,1
PRM-MOCK-011509,CUST-MOCK-0110,0.5,13,19.93,0.5351,0.504,0.5289,0.1087,77,3,24476.37,10.1055,0.482,13,30,13,4,1.0,5,3,1
PRM-MOCK-011510,CUST-MOCK-0111,0.28,7,18.84,0.3973,0.4115,0.4002,0.0072,73,95,88337.9,11.3889,1.095,40,30,18,1,0.8,3,0,0
PRM-MOCK-011511,CUST-MOCK-0112,0.5652,13,24.25,0.4585,0.4208,0.4509,0.1441,66,38,76361.92,11.2433,0.555,14,30,16,1,0.5,10,0,1
PRM-MOCK-011512,CUST-MOCK-0113,0.125,1,0.0,1.0,0.9959,0.9989,0.0077,23,14,14023.35,9.5486,0.948,11,30,6,1,1.0,14,0,0
PRM-MOCK-011513,CUST-MOCK-0114,0.0,0,19.77,0.2642,0.3004,0.2813,0.1212,6,95,28808.69,10.2685,1.012,2,30,21,2,1.0,7,1,0
PRM-MOCK-011514,CUST-MOCK-0115,0.4783,11,11.44,0.0,0.2591,0.0523,0.1034,67,68,75769.42,11.2355,1.309,81,45,15,1,1.0,10,0,1
PRM-MOCK-011515,CUST-MOCK-0116,0.0556,1,3.74,0.9602,0.9401,0.9561,0.0529,53,36,102081.16,11.5335,1.488,16,45,17,2,1.0,3,1,0
PRM-MOCK-011516,CUST-MOCK-0117,0.04,1,5.72,0.9719,0.9163,0.9608,0.0577,73,5,153008.35,11.9383,1.828,90,15,13,5,1.0,3,3,0
PRM-MOCK-011517,CUST-MOCK-0118,0.3333,1,24.14,0.5605,0.4745,0.5265,0.1927,10,13,42192.39,10.65,1.116,6,30,7,5,1.0,7,3,1
PRM-MOCK-011518,CUST-MOCK-0119,0.0,0,21.1,0.3307,0.3695,0.3399,0.0903,30,76,39160.08,10.5754,1.474,18,45,16,5,1.0,10,3,0
PRM-MOCK-011519,CUST-MOCK-0120,0.5,4,17.53,0.1835,0.5335,0.2731,0.1226,25,39,58570.98,10.978,1.276,3,30,2,3,0.25,10,2,1
PRM-MOCK-011520,CUST-MOCK-0121,0.3158,6,0.0,0.489,0.5061,0.4925,0.0909,56,89,84972.83,11.3501,0.574,10,15,24,3,1.0,10,2,0
PRM-MOCK-011521,CUST-MOCK-0122,0.25,1,27.61,0.3773,0.4387,0.3997,0.1664,12,30,21041.33,9.9543,1.674,70,30,5,2,1.0,5,1,1
PRM-MOCK-011522,CUST-MOCK-0123,0.0556,1,0.0,0.8437,0.8385,0.8427,0.0209,52,56,15561.7,9.6526,0.993,14,30,22,1,1.0,14,0,0
PRM-MOCK-011523,CUST-MOCK-0124,1.0,1,7.86,0.3198,0.3205,0.3202,0.0461,3,26,125830.72,11.7427,0.847,2,30,11,5,0.5,14,3,1
PRM-MOCK-011524,CUST-MOCK-0125,0.0,0,2.15,0.6517,0.6305,0.6442,0.0702,13,31,20644.28,9.9352,0.762,29,15,14,2,1.0,30,1,1
PRM-MOCK-011525,CUST-MOCK-0126,0.4,2,20.15,0.3316,0.3604,0.3411,0.0858,15,24,21006.31,9.9526,0.648,24,60,3,1,1.0,2,0,0
PRM-MOCK-011526,CUST-MOCK-0127,0.6154,8,15.4,0.0437,0.3937,0.1198,0.1159,39,80,15353.76,9.6392,0.699,11,60,22,4,1.0,30,3,1
PRM-MOCK-011527,CUST-MOCK-0128,0.7619,16,27.25,0.5,0.4715,0.4942,0.1709,60,78,8734.09,9.0751,0.625,1,30,15,2,1.0,2,1,1
PRM-MOCK-011528,CUST-MOCK-0129,0.0,0,6.03,0.8748,0.8319,0.8636,0.0113,24,62,25831.85,10.1594,0.586,28,15,5,5,0.8,2,3,0
PRM-MOCK-011529,CUST-MOCK-0130,0.1667,1,13.55,0.3609,0.375,0.3651,0.0283,19,63,9852.45,9.1956,0.992,38,15,3,3,1.0,3,2,0
PRM-MOCK-011530,CUST-MOCK-0131,0.381,8,30.74,0.538,0.5236,0.5351,0.1706,62,11,17814.49,9.7878,0.93,7,30,6,3,1.0,10,2,1
PRM-MOCK-011531,CUST-MOCK-0132,0.0909,1,6.57,0.8631,0.8951,0.8703,0.0145,34,24,38464.58,10.5575,0.5,28,15,22,4,0.5,7,3,0
PRM-MOCK-011532,CUST-MOCK-0133,0.0,0,0.76,0.8979,0.8623,0.8907,0.0213,60,84,58432.8,10.9756,1.249,35,30,1,4,1.0,3,3,0
PRM-MOCK-011533,CUST-MOCK-0134,0.5,6,29.21,0.4699,0.4543,0.4665,0.1666,37,49,20492.9,9.9279,0.61,82,30,5,2,0.5,7,1,1
PRM-MOCK-011534,CUST-MOCK-0135,0.1304,3,3.44,0.9791,1.0,0.9833,0.0019,66,10,53607.21,10.8895,0.724,94,15,7,2,1.0,7,1,1
PRM-MOCK-011535,CUST-MOCK-0136,0.0,0,6.15,0.7762,0.817,0.7871,0.0,23,26,10495.19,9.2588,0.571,12,30,18,5,1.0,5,3,0
PRM-MOCK-011536,CUST-MOCK-0137,0.9333,14,13.1,0.4709,0.4711,0.471,0.1653,45,95,4739.33,8.4639,1.057,91,30,21,2,1.0,2,1,1
PRM-MOCK-011537,CUST-MOCK-0138,0.6667,6,28.47,0.2628,0.2788,0.2667,0.1604,28,68,131945.31,11.7902,1.368,4,45,19,4,1.0,7,3,1
PRM-MOCK-011538,CUST-MOCK-0139,0.3,3,12.77,0.3381,0.4245,0.3583,0.0311,31,21,30233.19,10.3167,0.776,39,30,10,2,1.0,14,1,1
PRM-MOCK-011539,CUST-MOCK-0140,0.0,0,12.86,0.1254,0.4754,0.3082,0.1525,4,24,59019.67,10.9856,2.206,94,30,10,3,1.0,2,2,0
PRM-MOCK-011540,CUST-MOCK-0141,0.4167,10,15.32,0.0,0.3424,0.0689,0.128,71,95,108611.23,11.5955,1.118,17,30,12,3,0.5,3,2,0
PRM-MOCK-011541,CUST-MOCK-0142,0.3,3,19.51,0.3658,0.3512,0.3623,0.043,29,65,42075.03,10.6472,1.216,11,15,13,2,1.0,3,1,1
PRM-MOCK-011542,CUST-MOCK-0143,0.0,0,0.0,1.0,0.9701,0.994,0.0,64,89,19714.46,9.8892,1.327,3,15,5,1,1.0,3,0,0
PRM-MOCK-011543,CUST-MOCK-0144,0.4737,9,22.98,0.5454,0.5389,0.5441,0.1605,57,48,250481.82,12.4311,0.936,109,30,16,2,1.0,30,1,1
PRM-MOCK-011544,CUST-MOCK-0145,0.0,0,8.62,0.744,0.7366,0.742,0.0093,22,4,29816.71,10.3029,1.08,9,30,20,2,0.25,5,1,0
PRM-MOCK-011545,CUST-MOCK-0146,0.3125,5,7.54,0.7595,0.6465,0.7358,0.0349,46,23,160420.21,11.9856,0.725,15,45,13,4,0.5,3,3,1
PRM-MOCK-011546,CUST-MOCK-0147,0.2222,2,16.5,0.3997,0.4324,0.4078,0.0492,27,29,111597.05,11.6227,1.855,1,15,19,2,1.0,3,1,0
PRM-MOCK-011547,CUST-MOCK-0148,0.16,4,14.54,0.5457,0.4976,0.536,0.0418,72,54,34662.73,10.4534,1.148,5,45,6,2,1.0,3,1,0
PRM-MOCK-011548,CUST-MOCK-0149,0.2,1,8.02,0.435,0.4715,0.4463,0.0645,17,14,33894.44,10.431,1.143,13,60,20,1,1.0,7,0,0
PRM-MOCK-011549,CUST-MOCK-0150,0.2143,3,10.66,0.3436,0.3602,0.3471,0.0987,40,83,11943.48,9.388,1.18,21,45,12,4,1.0,5,3,1
PRM-MOCK-011550,CUST-MOCK-0151,0.52,13,13.57,0.0,0.3352,0.0674,0.1288,74,56,27817.95,10.2335,1.036,6,15,7,3,0.8,7,2,1
PRM-MOCK-011551,CUST-MOCK-0152,0.2222,2,0.97,0.9027,1.0,0.9264,0.0532,28,7,15816.76,9.6689,0.632,14,30,8,5,1.0,14,3,0
PRM-MOCK-011552,CUST-MOCK-0153,0.9375,15,16.21,0.0,0.3491,0.0732,0.1658,46,21,16788.43,9.7285,0.702,8,30,22,4,1.0,21,3,1
PRM-MOCK-011553,CUST-MOCK-0154,0.0385,1,3.13,0.889,0.872,0.8856,0.0643,75,19,124688.17,11.7336,0.782,11,30,1,5,1.0,10,3,0
PRM-MOCK-011554,CUST-MOCK-0155,0.375,3,24.36,0.4853,0.5122,0.4925,0.1561,23,16,13391.43,9.5024,0.659,12,60,9,3,1.0,14,2,1
PRM-MOCK-011555,CUST-MOCK-0156,0.3333,8,9.84,0.0,0.3127,0.063,0.1678,69,37,31329.16,10.3523,1.838,112,30,1,5,1.0,7,3,1
PRM-MOCK-011556,CUST-MOCK-0157,0.2,5,16.46,0.3043,0.3193,0.3073,0.0601,73,9,29523.89,10.293,0.622,3,45,24,5,0.25,7,3,1
PRM-MOCK-011557,CUST-MOCK-0158,0.0385,1,0.0,0.9822,1.0,0.9858,0.0173,75,77,29590.78,10.2953,0.667,84,30,4,4,1.0,3,3,0
PRM-MOCK-011558,CUST-MOCK-0159,0.5,9,27.9,0.4871,0.4949,0.4887,0.1313,52,17,109984.9,11.6081,0.583,3,45,9,3,1.0,5,2,1
PRM-MOCK-011559,CUST-MOCK-0160,0.1304,3,13.25,0.7133,0.6646,0.7034,0.0032,67,26,36121.69,10.4947,0.951,7,60,12,2,1.0,3,1,0
PRM-MOCK-011560,CUST-MOCK-0161,0.125,1,0.0,1.0,1.0,1.0,0.0,24,82,49396.91,10.8077,0.86,105,30,23,3,0.5,10,2,0
PRM-MOCK-011561,CUST-MOCK-0162,0.2,5,15.78,0.4806,0.4866,0.4818,0.0469,72,61,13576.86,9.5162,0.859,34,30,18,2,1.0,7,1,0
PRM-MOCK-011562,CUST-MOCK-0163,0.75,18,32.67,0.5404,0.4499,0.5222,0.1758,69,43,50928.86,10.8382,2.354,94,30,20,1,0.25,3,0,1
PRM-MOCK-011563,CUST-MOCK-0164,0.0,0,0.0,0.9958,0.9893,0.9942,0.0,26,82,14982.58,9.6147,0.817,9,45,22,3,0.25,7,2,0
PRM-MOCK-011564,CUST-MOCK-0165,0.16,4,16.98,0.3371,0.3754,0.3448,0.1252,72,9,48106.27,10.7812,1.212,21,30,5,3,0.8,2,2,0
PRM-MOCK-011565,CUST-MOCK-0166,0.1111,1,25.8,0.4187,0.3858,0.4105,0.0842,27,36,3945.02,8.2805,0.853,14,30,13,1,0.8,2,0,0
PRM-MOCK-011566,CUST-MOCK-0167,0.0625,1,6.43,0.8059,0.8019,0.805,0.0144,46,14,28969.81,10.274,0.787,12,30,22,2,0.5,3,1,0
PRM-MOCK-011567,CUST-MOCK-0168,0.4444,4,7.05,0.6114,0.6145,0.6122,0.0419,26,8,51692.89,10.8531,0.473,67,30,24,2,1.0,3,1,0
PRM-MOCK-011568,CUST-MOCK-0169,0.1053,2,0.44,0.9329,0.9241,0.9311,0.0,57,26,74919.15,11.2242,1.426,45,30,24,3,1.0,5,2,0
PRM-MOCK-011569,CUST-MOCK-0170,0.0,0,8.0,0.04,0.39,0.1679,0.101,12,35,10567.55,9.2656,1.219,35,30,23,2,0.5,10,1,1
PRM-MOCK-011570,CUST-MOCK-0171,0.0,0,14.47,0.2621,0.2765,0.2662,0.0462,20,41,35586.48,10.4797,0.786,49,30,6,3,0.5,10,2,0
PRM-MOCK-011571,CUST-MOCK-0172,0.25,2,12.84,0.4185,0.3589,0.4033,0.1083,25,5,60189.97,11.0053,0.389,6,30,11,1,1.0,14,0,0
PRM-MOCK-011572,CUST-MOCK-0173,0.4167,10,12.5,0.3685,0.3502,0.3648,0.0546,70,95,46510.04,10.7474,1.477,6,15,22,3,1.0,2,2,0
PRM-MOCK-011573,CUST-MOCK-0174,0.0,0,22.0,0.3024,0.3038,0.3032,0.0778,2,35,38680.42,10.5631,0.917,12,30,15,2,1.0,3,1,0
PRM-MOCK-011574,CUST-MOCK-0175,0.3182,7,13.7,0.8243,0.7676,0.8128,0.0888,64,4,23095.49,10.0474,0.596,6,30,14,5,0.8,7,3,1
PRM-MOCK-011575,CUST-MOCK-0176,0.2963,8,29.52,0.4472,0.4582,0.4494,0.1623,78,65,213995.89,12.2737,0.883,5,15,20,2,1.0,5,1,0
PRM-MOCK-011576,CUST-MOCK-0177,0.5,12,30.89,0.4126,0.4057,0.4112,0.2135,70,56,38693.95,10.5635,0.911,13,45,13,4,1.0,5,3,1
PRM-MOCK-011577,CUST-MOCK-0178,0.2222,2,20.66,0.3948,0.3415,0.3814,0.0652,26,36,124171.15,11.7294,1.459,4,30,3,1,0.8,30,0,1
PRM-MOCK-011578,CUST-MOCK-0179,0.0,0,0.0,0.9731,0.9887,0.9766,0.0156,35,60,12391.52,9.4248,0.614,1,30,14,3,1.0,3,2,0
PRM-MOCK-011579,CUST-MOCK-0180,0.0,0,0.0,0.939,0.9186,0.9349,0.0325,65,76,57566.52,10.9607,1.055,17,45,21,1,1.0,7,0,0
PRM-MOCK-011580,CUST-MOCK-0181,0.7857,11,31.52,0.6868,0.5737,0.6625,0.181,41,31,106614.61,11.577,0.725,2,30,4,1,0.8,3,0,1
PRM-MOCK-011581,CUST-MOCK-0182,0.1538,2,13.33,0.3303,0.3298,0.3302,0.1036,39,6,9455.6,9.1545,0.542,20,30,3,5,1.0,2,3,0
PRM-MOCK-011582,CUST-MOCK-0183,0.1739,4,12.53,0.2938,0.3011,0.2953,0.0348,67,63,46096.56,10.7385,1.602,4,30,21,1,1.0,3,0,0
PRM-MOCK-011583,CUST-MOCK-0184,0.1667,2,13.52,0.45,0.3805,0.4346,0.0843,36,76,27550.37,10.2238,1.075,8,45,23,5,0.5,14,3,1
PRM-MOCK-011584,CUST-MOCK-0185,0.0,0,14.38,0.2729,0.3518,0.2988,0.0508,15,80,29947.83,10.3072,0.932,31,45,23,1,1.0,2,0,0
PRM-MOCK-011585,CUST-MOCK-0186,0.9583,23,21.25,0.3194,0.4231,0.3402,0.1604,71,84,89648.14,11.4037,1.295,5,45,2,1,0.25,10,0,1
PRM-MOCK-011586,CUST-MOCK-0187,0.1923,5,20.99,0.3413,0.2874,0.3305,0.0258,77,8,80311.6,11.2937,1.061,28,30,17,3,0.8,3,2,1
PRM-MOCK-011587,CUST-MOCK-0188,0.3333,2,13.23,0.1324,0.4824,0.2376,0.1398,18,79,108360.21,11.5932,1.122,27,15,4,4,1.0,7,3,0
PRM-MOCK-011588,CUST-MOCK-0189,0.2857,2,0.79,0.9722,1.0,0.9798,0.0398,22,70,28711.0,10.2651,0.876,6,30,6,1,1.0,3,0,0
PRM-MOCK-011589,CUST-MOCK-0190,0.1154,3,14.48,0.1815,0.2533,0.1959,0.1021,75,62,19429.05,9.8746,1.086,3,30,19,2,1.0,3,1,0
PRM-MOCK-011590,CUST-MOCK-0191,0.08,2,6.91,0.9377,0.9325,0.9367,0.007,74,33,83593.58,11.3337,0.969,51,30,14,5,1.0,3,3,0
PRM-MOCK-011591,CUST-MOCK-0192,0.2308,3,24.6,0.3795,0.3485,0.3727,0.1111,39,41,48383.24,10.7869,0.87,108,30,23,1,1.0,2,0,1
PRM-MOCK-011592,CUST-MOCK-0193,0.25,4,15.78,0.5157,0.5724,0.5275,0.0373,47,4,24955.4,10.1249,1.558,9,30,5,3,1.0,2,2,0
PRM-MOCK-011593,CUST-MOCK-0194,0.3043,7,11.86,0.3333,0.2885,0.3243,0.0423,67,27,110355.43,11.6115,1.798,37,30,19,1,0.5,10,0,1
PRM-MOCK-011594,CUST-MOCK-0195,0.0,0,23.02,0.4788,0.4485,0.4621,0.1322,3,25,146153.13,11.8924,2.6,40,45,1,1,1.0,5,0,0
PRM-MOCK-011595,CUST-MOCK-0196,0.0,0,19.85,0.3653,0.3504,0.3616,0.0786,27,14,74180.76,11.2143,2.431,31,30,11,3,1.0,7,2,0
PRM-MOCK-011596,CUST-MOCK-0197,0.0,0,0.0,0.8511,0.817,0.8436,0.0778,38,8,46620.99,10.7498,0.756,22,30,1,1,0.5,3,0,0
PRM-MOCK-011597,CUST-MOCK-0198,0.1579,3,16.14,0.1906,0.2248,0.1976,0.1059,55,18,50351.4,10.8268,2.816,6,30,23,5,0.8,5,3,1
PRM-MOCK-011598,CUST-MOCK-0199,0.12,3,1.6,0.8003,0.9036,0.8211,0.0238,72,73,15405.66,9.6426,0.699,6,30,8,4,1.0,2,3,0
PRM-MOCK-011599,CUST-MOCK-0200,0.3333,1,10.83,0.5645,0.5734,0.568,0.0364,10,5,28666.29,10.2635,1.964,3,30,13,5,1.0,2,3,1
PRM-MOCK-011600,CUST-MOCK-0201,1.0,2,31.73,0.4573,0.4758,0.4653,0.1416,8,70,57041.08,10.9515,1.132,60,30,19,2,1.0,3,1,1
PRM-MOCK-011601,CUST-MOCK-0202,1.0,5,23.0,0.5877,0.5054,0.5576,0.1715,12,65,12752.62,9.4536,1.748,18,30,11,3,1.0,5,2,1
PRM-MOCK-011602,CUST-MOCK-0203,0.1333,2,0.85,0.6231,0.5949,0.6172,0.1166,44,64,33032.15,10.4053,0.794,14,15,8,4,1.0,5,3,1
PRM-MOCK-011603,CUST-MOCK-0204,0.3684,7,26.73,0.2207,0.2469,0.2261,0.1392,57,84,15698.04,9.6614,0.699,14,15,3,4,1.0,14,3,1
PRM-MOCK-011604,CUST-MOCK-0205,0.0,0,19.3,0.4065,0.4299,0.4171,0.074,7,43,68947.06,11.1411,1.034,3,30,19,1,0.8,7,0,0
PRM-MOCK-011605,CUST-MOCK-0206,0.0,0,3.07,0.9472,0.9504,0.9479,0.0728,31,7,243363.65,12.4023,1.744,6,30,1,2,0.25,3,1,0
PRM-MOCK-011606,CUST-MOCK-0207,0.25,1,18.8,0.3516,0.3555,0.353,0.0721,13,52,49494.09,10.8096,1.283,35,30,10,2,0.5,5,1,0
PRM-MOCK-011607,CUST-MOCK-0208,0.5625,9,12.14,0.0,0.3161,0.0663,0.1348,46,47,30882.39,10.338,0.674,9,30,9,3,1.0,14,2,1
PRM-MOCK-011608,CUST-MOCK-0209,0.5556,15,9.7,0.0515,0.4015,0.1218,0.146,78,35,34086.92,10.4367,0.626,69,30,18,4,0.25,3,3,1
PRM-MOCK-011609,CUST-MOCK-0210,0.1429,1,17.31,0.5462,0.532,0.5422,0.2152,20,61,85207.95,11.3529,1.56,100,30,13,3,1.0,14,2,1
PRM-MOCK-011610,CUST-MOCK-0211,0.125,1,7.07,0.9197,0.8441,0.9,0.0,24,22,28042.45,10.2415,1.372,12,15,18,4,0.25,5,3,0
PRM-MOCK-011611,CUST-MOCK-0212,0.0476,1,4.67,0.8683,0.8901,0.8727,0.0393,62,21,36506.63,10.5053,1.404,7,30,4,5,1.0,10,3,0
PRM-MOCK-011612,CUST-MOCK-0213,0.0,0,8.15,0.4125,0.452,0.4288,0.0812,9,34,49368.42,10.8071,0.722,2,15,7,3,1.0,5,2,0
PRM-MOCK-011613,CUST-MOCK-0214,0.0,0,0.42,0.8205,0.8637,0.8292,0.0571,71,1,20096.2,9.9083,0.727,38,30,11,2,0.8,2,1,0
PRM-MOCK-011614,CUST-MOCK-0215,0.125,2,14.04,0.3695,0.358,0.3671,0.0361,46,15,65102.06,11.0837,2.591,40,30,13,1,1.0,2,0,0
PRM-MOCK-011615,CUST-MOCK-0216,0.1875,3,25.51,0.4285,0.3723,0.4168,0.0815,48,43,22846.86,10.0366,1.081,14,30,3,4,1.0,14,3,0
PRM-MOCK-011616,CUST-MOCK-0217,0.0833,1,0.0,0.9135,0.8982,0.9101,0.0427,36,42,17933.84,9.7945,0.999,5,30,6,3,0.5,2,2,0
PRM-MOCK-011617,CUST-MOCK-0218,0.6957,16,33.68,0.5998,0.6394,0.6077,0.1649,68,25,43234.37,10.6744,1.458,3,45,1,3,0.5,3,2,1
PRM-MOCK-011618,CUST-MOCK-0219,0.6875,11,16.36,0.0,0.3207,0.0668,0.1512,48,6,30372.76,10.3213,0.729,14,45,24,4,1.0,10,3,1
PRM-MOCK-011619,CUST-MOCK-0220,0.3333,8,26.8,0.3153,0.4288,0.3382,0.1998,69,59,50503.11,10.8298,1.286,40,30,3,4,1.0,7,3,1
PRM-MOCK-011620,CUST-MOCK-0221,0.2308,6,15.55,0.3363,0.3358,0.3362,0.0865,76,1,50526.19,10.8303,1.426,4,45,7,2,1.0,5,1,0
PRM-MOCK-011621,CUST-MOCK-0222,0.2083,5,19.66,0.2168,0.2214,0.2177,0.0832,69,80,19800.66,9.8935,1.043,7,30,22,4,1.0,7,3,1
PRM-MOCK-011622,CUST-MOCK-0223,0.1818,2,16.34,0.7653,0.7235,0.7556,0.0826,32,38,32584.25,10.3916,0.772,11,30,12,4,1.0,7,3,1
PRM-MOCK-011623,CUST-MOCK-0224,0.2222,2,16.4,0.2105,0.2031,0.2087,0.1046,27,12,49002.49,10.7996,0.475,13,15,22,4,1.0,10,3,1
PRM-MOCK-011624,CUST-MOCK-0225,0.25,2,16.8,0.265,0.2592,0.2635,0.0755,25,60,27976.15,10.2391,1.053,19,30,14,1,1.0,10,0,0
PRM-MOCK-011625,CUST-MOCK-0226,0.0,0,21.33,0.5874,0.541,0.5619,0.1775,3,50,140596.06,11.8537,1.545,12,30,8,2,1.0,3,1,1
PRM-MOCK-011626,CUST-MOCK-0227,0.0,0,7.25,0.9446,0.8866,0.9285,0.0023,21,93,149601.02,11.9157,1.243,10,30,17,5,1.0,3,3,0
PRM-MOCK-011627,CUST-MOCK-0228,0.0,0,4.33,1.0,0.9704,0.9926,0.0,26,52,14242.24,9.564,1.206,41,45,23,2,0.5,2,1,0
PRM-MOCK-011628,CUST-MOCK-0229,0.5,2,9.49,0.5646,0.6031,0.5777,0.0336,14,83,78809.74,11.2748,1.312,7,30,19,2,0.5,5,1,1
PRM-MOCK-011629,CUST-MOCK-0230,0.2083,5,18.37,0.4627,0.4372,0.4576,0.0794,71,31,52485.43,10.8683,1.001,27,30,5,4,1.0,7,3,1
PRM-MOCK-011630,CUST-MOCK-0231,0.0,0,3.23,0.9207,0.9668,0.9302,0.0,55,85,113299.71,11.6378,1.108,88,45,8,5,1.0,5,3,0
PRM-MOCK-011631,CUST-MOCK-0232,0.0714,1,7.39,0.9992,1.0,0.9994,0.0065,41,13,34428.88,10.4467,1.461,40,30,17,2,0.8,5,1,0
PRM-MOCK-011632,CUST-MOCK-0233,0.6667,4,18.39,0.0873,0.4373,0.1924,0.1073,18,53,48623.69,10.7919,1.124,2,30,7,3,1.0,10,2,1
PRM-MOCK-011633,CUST-MOCK-0234,1.0,5,23.65,0.4251,0.4396,0.4297,0.14,16,71,50801.99,10.8357,1.167,3,45,24,5,0.5,2,3,1
PRM-MOCK-011634,CUST-MOCK-0235,0.3636,8,23.02,0.5337,0.5192,0.5307,0.1333,65,35,14137.89,9.5567,1.289,2,15,4,4,0.5,3,3,1
PRM-MOCK-011635,CUST-MOCK-0236,0.0,0,12.12,0.8679,0.8948,0.8774,0.0216,13,31,99089.66,11.5038,1.828,29,45,15,4,0.8,3,3,1
PRM-MOCK-011636,CUST-MOCK-0237,0.6,12,15.09,0.0,0.3104,0.0632,0.1529,58,65,70602.88,11.1648,0.715,38,30,18,1,1.0,10,0,1
PRM-MOCK-011637,CUST-MOCK-0238,0.3333,1,6.72,0.5837,0.6513,0.6105,0.0716,10,2,119806.83,11.6936,1.181,10,15,19,2,1.0,2,1,0
PRM-MOCK-011638,CUST-MOCK-0239,0.25,1,19.17,0.2889,0.2653,0.2803,0.0628,12,49,60055.27,11.003,1.323,13,30,11,3,0.5,3,2,1
PRM-MOCK-011639,CUST-MOCK-0240,0.0,0,2.02,0.8526,0.8444,0.8509,0.0389,51,3,9670.01,9.1769,0.871,14,30,5,2,1.0,14,1,0
PRM-MOCK-011640,CUST-MOCK-0241,0.6111,11,28.27,0.3947,0.4791,0.4121,0.1835,52,86,12229.87,9.4117,0.826,16,15,12,2,1.0,7,1,1
PRM-MOCK-011641,CUST-MOCK-0242,0.1538,2,1.92,0.5352,0.5603,0.5407,0.0629,38,15,46124.97,10.7391,0.91,1,30,14,2,1.0,5,1,1
PRM-MOCK-011642,CUST-MOCK-0243,0.8,8,21.39,0.5617,0.5384,0.5562,0.1331,29,20,24992.92,10.1264,0.573,31,30,23,1,0.25,3,0,1
PRM-MOCK-011643,CUST-MOCK-0244,0.3333,1,14.06,0.0,0.3161,0.1304,0.0974,9,52,154309.22,11.9467,1.26,30,30,8,5,1.0,3,3,1
PRM-MOCK-011644,CUST-MOCK-0245,0.6,6,25.4,0.6098,0.5972,0.6068,0.1572,31,61,47662.23,10.7719,0.902,22,30,20,3,1.0,2,2,1
PRM-MOCK-011645,CUST-MOCK-0246,0.0667,1,6.91,0.8541,0.8577,0.8549,0.0231,44,22,55736.07,10.9284,1.804,27,30,6,2,1.0,2,1,0
PRM-MOCK-011646,CUST-MOCK-0247,0.0,0,15.32,0.3895,0.3479,0.3716,0.0723,8,66,55741.26,10.9285,1.264,14,15,21,5,1.0,2,3,0
PRM-MOCK-011647,CUST-MOCK-0248,0.4583,11,7.87,0.7474,0.7631,0.7505,0.096,71,53,8960.09,9.1006,1.058,6,60,5,4,1.0,5,3,0
PRM-MOCK-011648,CUST-MOCK-0249,0.0,0,8.47,0.8802,0.8834,0.8809,0.0393,53,1,3896.41,8.2681,0.718,56,15,22,5,1.0,5,3,0
PRM-MOCK-011649,CUST-MOCK-0250,0.0,0,0.0,0.8559,0.8827,0.8613,0.0559,59,39,35915.86,10.489,0.82,10,30,18,5,0.5,14,3,0
